自爆結界,防御,師団の自爆ダメージをスキル性能％軽減する
無形体躯,防御,直接攻撃ダメージをスキル性能値％軽減し、CR発生率を低下させる。最大50％。所持者同士は無効
思考停止,防御,全ての士気値の増減がなくなり、固定化される
男性特攻,特攻,種族「男」を持つ敵に、スキル値ｘ100％の特効ダメージを付与
女性特攻,特攻,種族「女」を持つ敵に、スキル値ｘ100％の特効ダメージを付与
人間特攻,特攻,種族「人」を持つ敵に、スキル値ｘ100％の特効ダメージを付与
魔族特攻,特攻,種族「魔」を持つ敵に、スキル値ｘ100％の特効ダメージを付与
神族特攻,特攻,種族「神」を持つ敵に、スキル値ｘ100％の特効ダメージを付与
獣族特攻,特攻,種族「獣」を持つ敵に、スキル値ｘ100％の特効ダメージを付与
樹霊特攻,特攻,種族「樹」を持つ敵に、スキル値ｘ100％の特効ダメージを付与
海洋特攻,特攻,種族「海」を持つ敵に、スキル値ｘ100％の特効ダメージを付与
竜族特攻,特攻,種族「竜」を持つ敵に、スキル値ｘ100％の特効ダメージを付与
器兵特攻,特攻,種族「器」を持つ敵に、スキル値ｘ100％の特効ダメージを付与
死者特攻,特攻,種族「死」を持つ敵に、スキル値ｘ100％の特効ダメージを付与
蟲族特攻,特攻,種族「蟲」を持つ敵に、スキル値ｘ100％の特効ダメージを付与
炎霊特攻,特攻,種族「炎」を持つ敵に、スキル値ｘ100％の特効ダメージを付与
雷霊特攻,特攻,種族「霊」を持つ敵に、スキル値ｘ100％の特効ダメージを付与
氷霊特攻,特攻,種族「氷」を持つ敵に、スキル値ｘ100％の特効ダメージを付与
毒性特攻,特攻,種族「毒」を持つ敵に、スキル値ｘ100％の特効ダメージを付与
飛行特攻,特攻,種族「飛」を持つ敵に、スキル値ｘ100％の特効ダメージを付与
騎士特攻,特攻,種族「死」を持つ敵に、スキル値ｘ100％の特効ダメージを付与
夜行特攻,特攻,種族「夜」を持つ敵に、スキル値ｘ100％の特効ダメージを付与
超越特攻,特攻,種族「超」を持つ敵に、スキル値ｘ100％の特効ダメージを付与
全種特攻,特攻,全種族に対してスキル値ｘ100％の特効ダメージを付与
男性活性,強化活性１,種族「男」を持つ味方の能力値を強化する。（所持者は無効）
女性活性,強化活性１,種族「女」を持つ味方の能力値を強化する。（所持者は無効）
人間活性,強化活性１,種族「人」を持つ味方の能力値を強化する。（所持者は無効）
魔族活性,強化活性１,種族「魔」を持つ味方の能力値を強化する。（所持者は無効）
神族活性,強化活性１,種族「神」を持つ味方の能力値を強化する。（所持者は無効）
獣族活性,強化活性１,種族「獣」を持つ味方の能力値を強化する。（所持者は無効）
樹霊活性,強化活性１,種族「樹」を持つ味方の能力値を強化する。（所持者は無効）
海洋活性,強化活性１,種族「海」を持つ味方の能力値を強化する。（所持者は無効）
竜族活性,強化活性１,種族「竜」を持つ味方の能力値を強化する。（所持者は無効）
器兵活性,強化活性１,種族「器」を持つ味方の能力値を強化する。（所持者は無効）
死者活性,強化活性１,種族「死」を持つ味方の能力値を強化する。（所持者は無効）
蟲族活性,強化活性１,種族「蟲」を持つ味方の能力値を強化する。（所持者は無効）
炎霊活性,強化活性１,種族「炎」を持つ味方の能力値を強化する。（所持者は無効）
雷霊活性,強化活性１,種族「雷」を持つ味方の能力値を強化する。（所持者は無効）
氷霊活性,強化活性１,種族「氷」を持つ味方の能力値を強化する。（所持者は無効）
毒性活性,強化活性１,種族「毒」を持つ味方の能力値を強化する。（所持者は無効）
飛行活性,強化活性１,種族「飛」を持つ味方の能力値を強化する。（所持者は無効）
騎士活性,強化活性１,種族「騎」を持つ味方の能力値を強化する。（所持者は無効）
夜行活性,強化活性１,種族「夜」を持つ味方の能力値を強化する。（所持者は無効）
超越活性,強化活性１,種族「超」を持つ味方の能力値を強化する。（所持者は無効）
師団活性,強化活性１,味方の４種ステータスを性能値の数値分強化する。（所持者は無効）
攻撃布陣,強化活性２,ユニットの攻撃値を強化する。（自師団ユニットが４体以上生存している）
防御布陣,強化活性２,ユニットの防御値を強化する。（自師団ユニットが４体以上生存している）庇う効果あり
速度布陣,強化活性２,ユニットの速度値を強化する。（自師団ユニットが４体以上生存している）
知力布陣,強化活性２,ユニットの知力値を強化する。（自師団ユニットが４体以上生存している）
火属活性,強化活性２,加護「火」を持つ味方の各能力値を強化する。（所持者は無効）
水属活性,強化活性２,加護「水」を持つ味方の各能力値を強化する。（所持者は無効）
風属活性,強化活性２,加護「風」を持つ味方の各能力値を強化する。（所持者は無効）
土属活性,強化活性２,加護「土」を持つ味方の各能力値を強化する。（所持者は無効）
光属活性,強化活性２,加護「光」を持つ味方の各能力値を強化する。（所持者は無効）
闇属活性,強化活性２,加護「闇」を持つ味方の各能力値を強化する。（所持者は無効）
男性指揮,強化指揮１,種族「男」を持つ味方の各能力値を％で強化する。（所持者は無効）
女性指揮,強化指揮１,種族「女」を持つ味方の各能力値を％で強化する。（所持者は無効）
人間指揮,強化指揮１,種族「人」を持つ味方の各能力値を％で強化する。（所持者は無効）
魔族指揮,強化指揮１,種族「魔」を持つ味方の各能力値を％で強化する。（所持者は無効）
神族指揮,強化指揮１,種族「神」を持つ味方の各能力値を％で強化する。（所持者は無効）
獣族指揮,強化指揮１,種族「獣」を持つ味方の各能力値を％で強化する。（所持者は無効）
樹霊指揮,強化指揮１,種族「樹」を持つ味方の各能力値を％で強化する。（所持者は無効）
海洋指揮,強化指揮１,種族「海」を持つ味方の各能力値を％で強化する。（所持者は無効）
竜族指揮,強化指揮１,種族「竜」を持つ味方の各能力値を％で強化する。（所持者は無効）
器兵指揮,強化指揮１,種族「器」を持つ味方の各能力値を％で強化する。（所持者は無効）
死者指揮,強化指揮１,種族「死」を持つ味方の各能力値を％で強化する。（所持者は無効）
蟲族指揮,強化指揮１,種族「蟲」を持つ味方の各能力値を％で強化する。（所持者は無効）
炎霊指揮,強化指揮１,種族「炎」を持つ味方の各能力値を％で強化する。（所持者は無効）
雷霊指揮,強化指揮１,種族「雷」を持つ味方の各能力値を％で強化する。（所持者は無効）
氷霊指揮,強化指揮１,種族「氷」を持つ味方の各能力値を％で強化する。（所持者は無効）
毒性指揮,強化指揮１,種族「毒」を持つ味方の各能力値を％で強化する。（所持者は無効）
飛行指揮,強化指揮１,種族「飛」を持つ味方の各能力値を％で強化する。（所持者は無効）
騎士指揮,強化指揮１,種族「騎」を持つ味方の各能力値を％で強化する。（所持者は無効）
夜行指揮,強化指揮１,種族「夜」を持つ味方の各能力値を％で強化する。（所持者は無効）
超越指揮,強化指揮１,種族「超」を持つ味方の各能力値を％で強化する。（所持者は無効）
師団指揮,強化指揮１,味方の４種ステータスを性能値の数値％で強化する。（所持者は無効）
攻撃指揮,強化指揮２,ユニットの攻撃値を％で強化する。（自師団ユニットが４体以上生存している）
防御指揮,強化指揮２,ユニットの防御値を％で強化する。（自師団ユニットが４体以上生存している）
速度指揮,強化指揮２,ユニットの速度値を％で強化する。（自師団ユニットが４体以上生存している）
知力指揮,強化指揮２,ユニットの知力値を％で強化する。（自師団ユニットが４体以上生存している）
火属指揮,強化指揮２,加護「火」を持つ味方の各能力値を％で強化する。（所持者は無効）
水属指揮,強化指揮２,加護「水」を持つ味方の各能力値を％で強化する。（所持者は無効）
風属指揮,強化指揮２,加護「風」を持つ味方の各能力値を％で強化する。（所持者は無効）
土属指揮,強化指揮２,加護「土」を持つ味方の各能力値を％で強化する。（所持者は無効）
光属指揮,強化指揮２,加護「光」を持つ味方の各能力値を％で強化する。（所持者は無効）
闇属指揮,強化指揮２,加護「闇」を持つ味方の各能力値を％で強化する。（所持者は無効）
背水の陣,特殊強化,自軍合計４体以下で、自軍の全能力がスキル値分増加する。蘇生で５体以上になったら解除される。
報復の牙,特殊強化,自軍ユニットが倒されるたびに、スキル保有者の全能力値がスキル性能値％分、増加する。
狂奔の牙,特殊強化,敵軍ユニットが倒されるたびに、スキル保有者の全能力値がスキル性能値％分、増加する。
太陽信仰,昼夜強化,昼戦中、各能力値を％で増加。夜戦中、各能力値を％で減少
夜行生物,昼夜強化,夜戦中、各能力値を％で増加。昼戦中、各能力値を％で減少
夜戦適応,昼夜強化,｢夜｣が未所持の場合、地形効果含む夜戦の減少効果を無効。太陽信仰の能力減少効果を無効。
日中適応,昼夜強化,｢夜｣を所持する場合、地形効果含む昼戦の減少効果を無効。夜行生物の能力減少効果を無効。
男性弱体,弱体,種族「男」を持つ敵の能力値を弱体化させる
女性弱体,弱体,種族「女」を持つ敵の能力値を弱体化させる
人間弱体,弱体,種族「人」を持つ敵の能力値を弱体化させる
魔族弱体,弱体,種族「魔」を持つ敵の能力値を弱体化させる
神族弱体,弱体,種族「神」を持つ敵の能力値を弱体化させる
獣族弱体,弱体,種族「獣」を持つ敵の能力値を弱体化させる
樹霊弱体,弱体,種族「樹」を持つ敵の能力値を弱体化させる
海洋弱体,弱体,種族「海」を持つ敵の能力値を弱体化させる
竜族弱体,弱体,種族「竜」を持つ敵の能力値を弱体化させる
器兵弱体,弱体,種族「器」を持つ敵の能力値を弱体化させる
死者弱体,弱体,種族「死」を持つ敵の能力値を弱体化させる
蟲族弱体,弱体,種族「蟲」を持つ敵の能力値を弱体化させる
炎霊弱体,弱体,種族「炎」を持つ敵の能力値を弱体化させる
雷霊弱体,弱体,種族「雷」を持つ敵の能力値を弱体化させる
氷霊弱体,弱体,種族「氷」を持つ敵の能力値を弱体化させる
毒性弱体,弱体,種族「毒」を持つ敵の能力値を弱体化させる
飛行弱体,弱体,種族「飛」を持つ敵の能力値を弱体化させる
騎士弱体,弱体,種族「騎」を持つ敵の能力値を弱体化させる
夜行弱体,弱体,種族「夜」を持つ敵の能力値を弱体化させる
超越弱体,弱体,種族「超」を持つ敵の能力値を弱体化させる
師団弱体,弱体,敵ユニットの能力値を弱体化させる
攻撃弱体,弱体,敵ユニットの攻撃値を弱体化させる
防御弱体,弱体,敵ユニットの防御値を弱体化させる
速度弱体,弱体,敵ユニットの速度値を弱体化させる
知力弱体,弱体,敵ユニットの知力値を弱体化させる
火属弱体,弱体,加護「火」を持つ敵の各能力値を弱体化させる
水属弱体,弱体,加護「水」を持つ敵の各能力値を弱体化させる
風属弱体,弱体,加護「風」を持つ敵の各能力値を弱体化させる
土属弱体,弱体,加護「土」を持つ敵の各能力値を弱体化させる
光属弱体,弱体,加護「光」を持つ敵の各能力値を弱体化させる
闇属弱体,弱体,加護「闇」を持つ敵の各能力値を弱体化させる
戦術妨害,戦術,敵師団戦術のフォース消費量が、スキル値の数だけ増加される
戦術補助,戦術,自師団戦術のフォース消費量が、スキル値の数だけ軽減される
戦術障壁,戦術,自分への戦術スキルの被害を軽減する。戦術結界との累積は可能
戦術結界,戦術,師団への戦術スキルの被害を軽減する。戦術障壁との累積は可能
行動増加,行動,戦闘ラウンド数を、スキル値分増加させる。最大10ラウンド
行動阻害,行動,戦闘ラウンド数を、スキル値分減少させる。最低１ラウンド
挑発行為,行動,ターゲットしている敵の専守防衛を無効化する。
奇襲戦法,奇襲,師団内スキル値の合計÷１０の隊列ずらしを敵に発生させる
奇襲警戒,奇襲,敵から受けた奇襲戦法のスキル達成値を、師団合計の性能値だけ差し引く
エリート,報酬,戦闘終了時の取得経験値が２倍になる。
サボリ癖,報酬,戦闘終了時の取得経験値と支払報酬量が半減する。
トレハン,報酬,敵を撃破した際の、獲得ドロップレートがスキル性能値分だけボーナスがかかる。
撃破金運,報酬,敵を撃破した際に、追加でスキル値レベルの素材を確率で入手する
資源工面,報酬,戦闘終了後の各ユニットに支払う報酬量をスキル％分軽減する。（最大で75％）
勇猛果敢,報酬,戦闘勝利時の士気値増加量が10上昇する。
